CustomerName,ProductId,CustomerProductCode,ProductName,ProductNumber,APSCode,CustomerCode,LMSCustomerName,LMSCustomerId,ProductType,ProductStatus,ClientDepartment,Analysisfield1,Analysisfield2,OMProductId,SellingUOM,CustomerId,ProductOwner,ProductManager,VatRate,ChargingCategory
Moon and Stars,226,SAMPLE_0226,Sample Product 226,PX0000226,PX0000226,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0002,NULL,226,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,227,SAMPLE_0227,Sample Product 227,PX0000227,PX0000227,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,227,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,228,SAMPLE_0228,Sample Product 228,PX0000228,PX0000228,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,228,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,229,SAMPLE_0229,Sample Product 229,PX0000229,PX0000229,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,229,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,230,SAMPLE_0230,Sample Product 230,PX0000230,PX0000230,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,230,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,231,SAMPLE_0231,Sample Product 231,PX0000231,PX0000231,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,231,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,232,SAMPLE_0232,Sample Product 232,PX0000232,PX0000232,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,232,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,233,SAMPLE_0233,Sample Product 233,PX0000233,PX0000233,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,233,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,234,SAMPLE_0234,Sample Product 234,PX0000234,PX0000234,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,234,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,235,SAMPLE_0235,Sample Product 235,PX0000235,PX0000235,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,235,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,236,SAMPLE_0236,Sample Product 236,PX0000236,PX0000236,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0002,NULL,236,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,237,SAMPLE_0237,Sample Product 237,PX0000237,PX0000237,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,237,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,238,SAMPLE_0238,Sample Product 238,PX0000238,PX0000238,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,238,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,239,SAMPLE_0239,Sample Product 239,PX0000239,PX0000239,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,239,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,240,SAMPLE_0240,Sample Product 240,PX0000240,PX0000240,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,240,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,241,SAMPLE_0241,Sample Product 241,PX0000241,PX0000241,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,241,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,242,SAMPLE_0242,Sample Product 242,PX0000242,PX0000242,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,242,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,243,SAMPLE_0243,Sample Product 243,PX0000243,PX0000243,999,Moon Stars LMS Account,999,FOLD,DRAFT,Moon,M0003,NULL,243,SINGLE,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,244,SAMPLE_0244,Sample Product 244,PX0000244,PX0000244,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,244,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,245,SAMPLE_0245,Sample Product 245,PX0000245,PX0000245,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,245,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,246,SAMPLE_0246,Sample Product 246,PX0000246,PX0000246,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0002,NULL,246,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,247,SAMPLE_0247,Sample Product 247,PX0000247,PX0000247,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,247,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,248,SAMPLE_0248,Sample Product 248,PX0000248,PX0000248,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,248,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,249,SAMPLE_0249,Sample Product 249,PX0000249,PX0000249,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,249,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,250,SAMPLE_0250,Sample Product 250,PX0000250,PX0000250,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,250,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,251,SAMPLE_0251,Sample Product 251,PX0000251,PX0000251,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,251,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,252,SAMPLE_0252,Sample Product 252,PX0000252,PX0000252,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0002,NULL,252,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,253,SAMPLE_0253,Sample Product 253,PX0000253,PX0000253,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,253,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,254,SAMPLE_0254,Sample Product 254,PX0000254,PX0000254,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,254,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,255,SAMPLE_0255,Sample Product 255,PX0000255,PX0000255,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,255,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,256,SAMPLE_0256,Sample Product 256,PX0000256,PX0000256,999,Moon Stars LMS Account,999,POSA,DRAFT,Moon,M0002,NULL,256,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,257,SAMPLE_0257,Sample Product 257,PX0000257,PX0000257,999,Moon Stars LMS Account,999,POSA,DRAFT,Moon,M0001,NULL,257,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,258,SAMPLE_0258,Sample Product 258,PX0000258,PX0000258,999,Moon Stars LMS Account,999,FORM,DRAFT,Moon,M0002,NULL,258,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,259,SAMPLE_0259,Sample Product 259,PX0000259,PX0000259,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,259,PACK 10,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,260,SAMPLE_0260,Sample Product 260,PX0000260,PX0000260,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,260,PACK 5,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,261,SAMPLE_0261,Sample Product 261,PX0000261,PX0000261,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,261,PACK 10,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,262,SAMPLE_0262,Sample Product 262,PX0000262,PX0000262,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,262,PACK 10,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,263,SAMPLE_0263,Sample Product 263,PX0000263,PX0000263,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0003,NULL,263,PACK 5,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,264,SAMPLE_0264,Sample Product 264,PX0000264,PX0000264,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,264,PACK 10,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,265,SAMPLE_0265,Sample Product 265,PX0000265,PX0000265,999,Moon Stars LMS Account,999,LABL,DRAFT,Sun,M0001,NULL,265,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,266,SAMPLE_0266,Sample Product 266,PX0000266,PX0000266,999,Moon Stars LMS Account,999,LFLT,DRAFT,Stars,M0002,NULL,266,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,267,SAMPLE_0267,Sample Product 267,PX0000267,PX0000267,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,267,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,268,SAMPLE_0268,Sample Product 268,PX0000268,PX0000268,999,Moon Stars LMS Account,999,LFLT,DRAFT,Sun,M0001,NULL,268,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,269,SAMPLE_0269,Sample Product 269,PX0000269,PX0000269,999,Moon Stars LMS Account,999,LFLT,DRAFT,Stars,M0001,NULL,269,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,270,SAMPLE_0270,Sample Product 270,PX0000270,PX0000270,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,270,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,271,SAMPLE_0271,Sample Product 271,PX0000271,PX0000271,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0001,NULL,271,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,272,SAMPLE_0272,Sample Product 272,PX0000272,PX0000272,999,Moon Stars LMS Account,999,PSTR,DRAFT,Stars,M0002,NULL,272,PACK 50,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,273,SAMPLE_0273,Sample Product 273,PX0000273,PX0000273,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,273,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,274,SAMPLE_0274,Sample Product 274,PX0000274,PX0000274,999,Moon Stars LMS Account,999,PSTR,DRAFT,Sun,M0001,NULL,274,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,275,SAMPLE_0275,Sample Product 275,PX0000275,PX0000275,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,275,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,276,SAMPLE_0276,Sample Product 276,PX0000276,PX0000276,999,Moon Stars LMS Account,999,EQPT,DRAFT,Moon,M0002,NULL,276,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,277,SAMPLE_0277,Sample Product 277,PX0000277,PX0000277,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,277,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,278,SAMPLE_0278,Sample Product 278,PX0000278,PX0000278,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0002,NULL,278,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,279,SAMPLE_0279,Sample Product 279,PX0000279,PX0000279,999,Moon Stars LMS Account,999,BROC,DRAFT,Stars,M0001,NULL,279,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,280,SAMPLE_0280,Sample Product 280,PX0000280,PX0000280,999,Moon Stars LMS Account,999,PSTR,DRAFT,Moon,M0001,NULL,280,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,281,SAMPLE_0281,Sample Product 281,PX0000281,PX0000281,999,Moon Stars LMS Account,999,CARD,DRAFT,Sun,M0001,NULL,281,PACK 100,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,282,SAMPLE_0282,Sample Product 282,PX0000282,PX0000282,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,282,PACK 500,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,283,SAMPLE_0283,Sample Product 283,PX0000283,PX0000283,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0003,NULL,283,PACK 25,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,284,SAMPLE_0284,Sample Product 284,PX0000284,PX0000284,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,284,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,285,SAMPLE_0285,Sample Product 285,PX0000285,PX0000285,999,Moon Stars LMS Account,999,BKLT,DRAFT,Moon,M0001,NULL,285,PACK 25,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,286,SAMPLE_0286,Sample Product 286,PX0000286,PX0000286,999,Moon Stars LMS Account,999,ENVE,DRAFT,Sun,M0002,NULL,286,PACK 500,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,287,SAMPLE_0287,Sample Product 287,PX0000287,PX0000287,999,Moon Stars LMS Account,999,PAD,DRAFT,Sun,M0001,NULL,287,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,288,SAMPLE_0288,Sample Product 288,PX0000288,PX0000288,999,Moon Stars LMS Account,999,PAD,DRAFT,Moon,M0001,NULL,288,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,289,SAMPLE_0289,Sample Product 289,PX0000289,PX0000289,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,289,PACK 100,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,290,SAMPLE_0290,Sample Product 290,PX0000290,PX0000290,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,290,PACK 10,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,291,SAMPLE_0291,Sample Product 291,PX0000291,PX0000291,999,Moon Stars LMS Account,999,PROM,DRAFT,Stars,M0001,NULL,291,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,292,SAMPLE_0292,Sample Product 292,PX0000292,PX0000292,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0002,NULL,292,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,293,SAMPLE_0293,Sample Product 293,PX0000293,PX0000293,999,Moon Stars LMS Account,999,FOLD,DRAFT,Sun,M0001,NULL,293,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,294,SAMPLE_0294,Sample Product 294,PX0000294,PX0000294,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,294,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,295,SAMPLE_0295,Sample Product 295,PX0000295,PX0000295,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0001,NULL,295,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,296,SAMPLE_0296,Sample Product 296,PX0000296,PX0000296,999,Moon Stars LMS Account,999,LFLT,DRAFT,Sun,M0002,NULL,296,PACK 20,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,297,SAMPLE_0297,Sample Product 297,PX0000297,PX0000297,999,Moon Stars LMS Account,999,LFLT,DRAFT,Moon,M0001,NULL,297,PACK 10,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,298,SAMPLE_0298,Sample Product 298,PX0000298,PX0000298,999,Moon Stars LMS Account,999,GNPR,DRAFT,Stars,M0002,NULL,298,PACK 50,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,299,SAMPLE_0299,Sample Product 299,PX0000299,PX0000299,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,299,PACK 50,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,300,SAMPLE_0300,Sample Product 300,PX0000300,PX0000300,999,Moon Stars LMS Account,999,BKLT,DRAFT,Sun,M0001,NULL,300,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,301,SAMPLE_0301,Sample Product 301,PX0000301,PX0000301,999,Moon Stars LMS Account,999,ENVE,DRAFT,Stars,M0001,NULL,301,PACK 500,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,302,SAMPLE_0302,Sample Product 302,PX0000302,PX0000302,999,Moon Stars LMS Account,999,ENVE,DRAFT,Moon,M0001,NULL,302,PACK 500,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,303,SAMPLE_0303,Sample Product 303,PX0000303,PX0000303,999,Moon Stars LMS Account,999,FOLD,DRAFT,Sun,M0003,NULL,303,PACK 50,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,304,SAMPLE_0304,Sample Product 304,PX0000304,PX0000304,999,Moon Stars LMS Account,999,LTHD,DRAFT,Sun,M0001,NULL,304,PACK 500,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,305,SAMPLE_0305,Sample Product 305,PX0000305,PX0000305,999,Moon Stars LMS Account,999,COMP,DRAFT,Sun,M0001,NULL,305,PACK 250,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,306,SAMPLE_0306,Sample Product 306,PX0000306,PX0000306,999,Moon Stars LMS Account,999,LTHD,DRAFT,Moon,M0002,NULL,306,PACK 500,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,307,SAMPLE_0307,Sample Product 307,PX0000307,PX0000307,999,Moon Stars LMS Account,999,FOLD,DRAFT,Sun,M0001,NULL,307,PACK 50,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,308,SAMPLE_0308,Sample Product 308,PX0000308,PX0000308,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0001,NULL,308,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,309,SAMPLE_0309,Sample Product 309,PX0000309,PX0000309,999,Moon Stars LMS Account,999,PROM,DRAFT,Sun,M0001,NULL,309,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,310,SAMPLE_0310,Sample Product 310,PX0000310,PX0000310,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,310,PACK 100,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,311,SAMPLE_0311,Sample Product 311,PX0000311,PX0000311,999,Moon Stars LMS Account,999,BROC,DRAFT,Stars,M0001,NULL,311,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,312,SAMPLE_0312,Sample Product 312,PX0000312,PX0000312,999,Moon Stars LMS Account,999,PROM,DRAFT,Stars,M0002,NULL,312,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,313,SAMPLE_0313,Sample Product 313,PX0000313,PX0000313,999,Moon Stars LMS Account,999,PROM,DRAFT,Moon,M0001,NULL,313,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,314,SAMPLE_0314,Sample Product 314,PX0000314,PX0000314,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,314,PACK 10,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
Moon and Stars,315,SAMPLE_0315,Sample Product 315,PX0000315,PX0000315,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,315,PACK 100,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,316,SAMPLE_0316,Sample Product 316,PX0000316,PX0000316,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,316,PACK 100,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,317,SAMPLE_0317,Sample Product 317,PX0000317,PX0000317,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,317,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,318,SAMPLE_0318,Sample Product 318,PX0000318,PX0000318,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,318,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,319,SAMPLE_0319,Sample Product 319,PX0000319,PX0000319,999,Moon Stars LMS Account,999,FORM,DRAFT,Sun,M0001,NULL,319,PACK 100,999,ProductOwner2@MoonStars.co.uk,ProductManager2@theapsgroup.com,0.2,Charge on Production
Moon and Stars,320,SAMPLE_0320,Sample Product 320,PX0000320,PX0000320,999,Moon Stars LMS Account,999,PAD,DRAFT,Stars,M0001,NULL,320,PACK 10,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,321,SAMPLE_0321,Sample Product 321,PX0000321,PX0000321,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,321,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,322,SAMPLE_0322,Sample Product 322,PX0000322,PX0000322,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0001,NULL,322,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,323,SAMPLE_0323,Sample Product 323,PX0000323,PX0000323,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0003,NULL,323,SINGLE,999,ProductOwner4@MoonStars.co.uk,ProductManager4@theapsgroup.com,0,Charge on Production
Moon and Stars,324,SAMPLE_0324,Sample Product 324,PX0000324,PX0000324,999,Moon Stars LMS Account,999,GNPR,DRAFT,Moon,M0001,NULL,324,SINGLE,999,ProductOwner2@MoonStars.co.uk,ProductManager4@theapsgroup.com,0.2,Charge on Production
Moon and Stars,325,SAMPLE_0325,Sample Product 325,PX0000325,PX0000325,999,Moon Stars LMS Account,999,WV,DRAFT,Stars,M0001,NULL,325,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager1@theapsgroup.com,0,Charge on Production
Moon and Stars,326,SAMPLE_0326,Sample Product 326,PX0000326,PX0000326,999,Moon Stars LMS Account,999,GNPR,DRAFT,Sun,M0002,NULL,326,SINGLE,999,ProductOwner3@MoonStars.co.uk,ProductManager3@theapsgroup.com,0,Charge on Production
Moon and Stars,327,SAMPLE_0327,Sample Product 327,PX0000327,PX0000327,999,Moon Stars LMS Account,999,WV,DRAFT,Sun,M0001,NULL,327,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager2@theapsgroup.com,0,Charge on Production
Moon and Stars,328,SAMPLE_0328,Sample Product 328,PX0000328,PX0000328,999,Moon Stars LMS Account,999,WV,DRAFT,Sun,M0001,NULL,328,SINGLE,999,ProductOwner1@MoonStars.co.uk,ProductManager3@theapsgroup.com,0.2,Charge on Production
